page,country,rev_id,prediction,population,region
Georges Pézières,France,762093054.0,Stub,64.94,EUROPE
Jacques Moreau,France,762227429.0,Stub,64.94,EUROPE
Étienne Clémentel,France,762676170.0,Start,64.94,EUROPE
Pierre Colliard,France,762676373.0,Stub,64.94,EUROPE
Lucien Lamoureux (France),France,762680748.0,Stub,64.94,EUROPE
Jérôme Galloni d'Istria,France,763076764.0,Stub,64.94,EUROPE
Paul Jacquier,France,763167003.0,Stub,64.94,EUROPE
Auguste Legros,France,763238484.0,Stub,64.94,EUROPE
"Louis Phélypeaux, seigneur de La Vrillière",France,763493900.0,Stub,64.94,EUROPE
Albert Métin,France,763630980.0,C,64.94,EUROPE
Antoine de Sartine,France,763888727.0,B,64.94,EUROPE
Benjamin Jaurès,France,763912961.0,Stub,64.94,EUROPE
Eugène Goüin,France,764159683.0,Stub,64.94,EUROPE
Charles Aimé de Royrand,France,764357129.0,GA,64.94,EUROPE
Armand Berton (politician),France,764459234.0,Stub,64.94,EUROPE
Pierre Philippe Doublet,France,764459301.0,Stub,64.94,EUROPE
Jean-Louis Albitte,France,764459856.0,Stub,64.94,EUROPE
Jean-Michel Dubois,France,764514475.0,Stub,64.94,EUROPE
Hubert Derache,France,764642539.0,Start,64.94,EUROPE
Louis Marie Joseph de Brigode,France,764694389.0,Stub,64.94,EUROPE
Louis de Guiringaud,France,764695434.0,Stub,64.94,EUROPE
Alexandre Florent,France,764853625.0,Stub,64.94,EUROPE
César Trouin,France,764854573.0,Stub,64.94,EUROPE
Denis Gavini,France,764855083.0,Stub,64.94,EUROPE
Eugène Flotard,France,764855342.0,Stub,64.94,EUROPE
Ferdinand Boyer,France,764855373.0,Stub,64.94,EUROPE
Ferdinand Ducarre,France,764855379.0,Stub,64.94,EUROPE
Félix Deschange,France,764855455.0,Stub,64.94,EUROPE
Félix de Tarteron,France,764855459.0,Stub,64.94,EUROPE
Henri Palix,France,764855703.0,Stub,64.94,EUROPE
Jean-Baptiste Boffinton,France,764856074.0,Stub,64.94,EUROPE
Jules Cuttoli,France,764856256.0,Stub,64.94,EUROPE
Louis-Amédée Humbert,France,764856521.0,Stub,64.94,EUROPE
Léon Deyron,France,764856579.0,Stub,64.94,EUROPE
Marcel Vauthier,France,764856642.0,Stub,64.94,EUROPE
Michel Jobert,France,764856880.0,Stub,64.94,EUROPE
Prosper André,France,764857615.0,Stub,64.94,EUROPE
Roger Catroux,France,764857786.0,Stub,64.94,EUROPE
Serge Godard,France,764857959.0,Stub,64.94,EUROPE
Édouard Bamberger,France,764858868.0,Stub,64.94,EUROPE
Max Régis,France,764862074.0,C,64.94,EUROPE
Patrick Leclercq,France,764880432.0,Start,64.94,EUROPE
Claude Petit,France,765054090.0,Stub,64.94,EUROPE
Gabriel Guist'hau,France,765122073.0,Stub,64.94,EUROPE
Bureau de La Rivière,France,765185644.0,Start,64.94,EUROPE
Henri Martin (winemaker),France,765771488.0,Start,64.94,EUROPE
Hubert Védrine,France,765779276.0,Stub,64.94,EUROPE
Jean Auguste Berthaut,France,765899018.0,Stub,64.94,EUROPE
Jean-Louis Borel,France,765899569.0,Stub,64.94,EUROPE
Lucien Millevoye,France,765945253.0,Start,64.94,EUROPE
Robert Marjolin,France,766110226.0,Start,64.94,EUROPE
Léon Abrami,France,766260707.0,Stub,64.94,EUROPE
Thierry Foucaud,France,767224427.0,Stub,64.94,EUROPE
Jean-Jacques Panunzi,France,767225600.0,Stub,64.94,EUROPE
Michel Fontaine (French politician),France,767227386.0,Stub,64.94,EUROPE
Eugène Deloncle,France,767302854.0,Start,64.94,EUROPE
Paul Cuttoli,France,767561352.0,Stub,64.94,EUROPE
Chrétien François de Lamoignon de Basville,France,767623112.0,Stub,64.94,EUROPE
Joseph de Riquet de Caraman-Chimay (1836-1892),France,767714737.0,Stub,64.94,EUROPE
Louis-Charles Greffulhe,France,767746515.0,Stub,64.94,EUROPE
David Charpentier de Cossigny,France,767967855.0,Stub,64.94,EUROPE
Jacques Fernique,France,768071627.0,Stub,64.94,EUROPE
Marie-Louise Loubet,France,768093072.0,Stub,64.94,EUROPE
Charles de Varigny,France,768478007.0,C,64.94,EUROPE
Pierre-René Lemas,France,768959510.0,Start,64.94,EUROPE
Edgar Le Bastard,France,768993812.0,Stub,64.94,EUROPE
Jules Brunard,France,769430300.0,Stub,64.94,EUROPE
Jean Cruppi,France,769601693.0,Stub,64.94,EUROPE
Yves Bertrand,France,769909586.0,Stub,64.94,EUROPE
Maurice Bokanowski,France,769937446.0,GA,64.94,EUROPE
Michel Roussin,France,769975005.0,Start,64.94,EUROPE
Joseph Romain-Desfossés,France,770132152.0,Start,64.94,EUROPE
Bertrand Renouvin,France,770177605.0,Start,64.94,EUROPE
Étienne Regnault,France,770361808.0,Stub,64.94,EUROPE
Job Durupt,France,770757272.0,Stub,64.94,EUROPE
Alexandre Rousselin de Saint-Albin,France,770891652.0,Start,64.94,EUROPE
Louis-Jules Trochu,France,770893888.0,C,64.94,EUROPE
Pierre Philippe Denfert-Rochereau,France,770932475.0,Start,64.94,EUROPE
Jules Duvaux,France,771037447.0,Stub,64.94,EUROPE
Jules Cazot,France,771041075.0,Stub,64.94,EUROPE
Louis Tillaye,France,771042801.0,Stub,64.94,EUROPE
Jules Godin,France,771138915.0,Stub,64.94,EUROPE
Armand Léon de Baudry d'Asson,France,771297171.0,Stub,64.94,EUROPE
Jacques Médecin,France,771386303.0,Start,64.94,EUROPE
Amédée Domenech,France,771528915.0,Stub,64.94,EUROPE
Xavier de Villepin,France,771761593.0,Start,64.94,EUROPE
Édouard Jonas,France,772135413.0,C,64.94,EUROPE
Eugène Penancier,France,772496160.0,Stub,64.94,EUROPE
Constantin Pecqueur,France,772922197.0,C,64.94,EUROPE
Ernest Granger,France,772922896.0,B,64.94,EUROPE
François Lamoureux,France,772973814.0,Stub,64.94,EUROPE
Anne Laubies,France,773101207.0,Stub,64.94,EUROPE
Eugénie Pétain,France,773918490.0,Stub,64.94,EUROPE
Maurice Ponga,France,774037111.0,Start,64.94,EUROPE
Dick Ukeiwé,France,774037253.0,Stub,64.94,EUROPE
Bernard Ukeiwé,France,774037292.0,Stub,64.94,EUROPE
Jean Taittinger,France,774250557.0,Stub,64.94,EUROPE
Fernand Tardy,France,774498677.0,Start,64.94,EUROPE
René Audran,France,774636785.0,Stub,64.94,EUROPE
Catherine Picard,France,775488052.0,Stub,64.94,EUROPE
Jacques Michaut,France,775817422.0,Stub,64.94,EUROPE
"Armand Charles Emmanuel Guignard, comte de Saint-Priest",France,775827839.0,Stub,64.94,EUROPE
Michel Maurice-Bokanowski,France,775846789.0,C,64.94,EUROPE
Henri Dentz,France,776051675.0,Start,64.94,EUROPE
Jean-Martial Bineau,France,776328065.0,GA,64.94,EUROPE
Jean-Paul Cluzel,France,776330340.0,Stub,64.94,EUROPE
Jean Tupinier,France,776360878.0,C,64.94,EUROPE
Benjamin Abram,France,776683835.0,Start,64.94,EUROPE
Louis de Chappedelaine,France,776960526.0,Stub,64.94,EUROPE
High Commissioner of the Levant,France,777118546.0,Stub,64.94,EUROPE
Stéphane Artano,France,777126471.0,Stub,64.94,EUROPE
Jean-Pierre Cave,France,777483052.0,Stub,64.94,EUROPE
Joseph Lainé,France,777510248.0,Stub,64.94,EUROPE
Philippe Mestre,France,777665838.0,Stub,64.94,EUROPE
Henri Martin (French politician),France,777775713.0,Stub,64.94,EUROPE
Rirette Maîtrejean,France,778430404.0,Stub,64.94,EUROPE
Henri Barbé,France,778654258.0,Start,64.94,EUROPE
Pierre Célor,France,778654287.0,Stub,64.94,EUROPE
Armand Chouffet,France,779061005.0,Start,64.94,EUROPE
Kofi Yamgnane,France,779240977.0,C,64.94,EUROPE
Pascal Lamy,France,779463000.0,C,64.94,EUROPE
Arthur Moulin,France,779645218.0,Stub,64.94,EUROPE
Jean-Michel Baylet,France,779762219.0,Stub,64.94,EUROPE
Jules Simon,France,779942096.0,C,64.94,EUROPE
Edmond Blanc,France,780115437.0,Stub,64.94,EUROPE
Jean-Baptiste Lacoste,France,780140960.0,Start,64.94,EUROPE
Louis Lafferre,France,780578651.0,Stub,64.94,EUROPE
Jean Leguay,France,780620504.0,Start,64.94,EUROPE
Joseph Wresinski,France,780661975.0,Start,64.94,EUROPE
François Fortassin,France,780763793.0,Stub,64.94,EUROPE
Alfred Joseph Naquet,France,780846384.0,Start,64.94,EUROPE
Patrick Kanner,France,780949590.0,Stub,64.94,EUROPE
Michel d'Ornano,France,780984564.0,Stub,64.94,EUROPE
Robert Poujade,France,780984614.0,Stub,64.94,EUROPE
Georges Theil,France,781076840.0,Stub,64.94,EUROPE
Jean-Nicolas Bouilly,France,781126491.0,Start,64.94,EUROPE
Jules Anglès,France,781300690.0,Start,64.94,EUROPE
Dominique Joseph Garat,France,781902410.0,C,64.94,EUROPE
Victor François de Montchenu,France,782074765.0,Start,64.94,EUROPE
Ernest Chénière,France,782345492.0,Stub,64.94,EUROPE
Gian Paolo Borghetti,France,782407882.0,C,64.94,EUROPE
Antoine Dorfeuille,France,782434181.0,Start,64.94,EUROPE
David Assouline,France,782537223.0,Start,64.94,EUROPE
Olympe Audouard,France,782559711.0,Stub,64.94,EUROPE
Justin de Selves,France,782645436.0,Stub,64.94,EUROPE
Antoine du Verdier,France,782884178.0,Stub,64.94,EUROPE
Philippe Hurault de Cheverny,France,782884198.0,Start,64.94,EUROPE
Jacques Marquet de Montbreton de Norvins,France,782884346.0,Stub,64.94,EUROPE
"Bonabes, Count of Rougé",France,782963427.0,Stub,64.94,EUROPE
Pierre Étienne Bourgeois de Boynes,France,782996380.0,Start,64.94,EUROPE
Camille Teisseire,France,783132477.0,Start,64.94,EUROPE
Augustin Pouyer-Quertier,France,783211240.0,Stub,64.94,EUROPE
Charles Huntziger,France,783252928.0,Start,64.94,EUROPE
Marc-René de Voyer de Paulmy d'Argenson (1652–1721),France,783325106.0,C,64.94,EUROPE
Marie-Christine Arnautu,France,783477649.0,Stub,64.94,EUROPE
Jean-Baptiste Bienvenu-Martin,France,783546348.0,Start,64.94,EUROPE
Pierre Broussel,France,783546608.0,Stub,64.94,EUROPE
André Frédéric Hartmann,France,783564312.0,Stub,64.94,EUROPE
Michel Craplet,France,783604669.0,Stub,64.94,EUROPE
Paul-Henri-Benjamin d'Estournelles de Constant,France,783685480.0,Start,64.94,EUROPE
Paul Copin-Albancelli,France,783903065.0,Start,64.94,EUROPE
César Campinchi,France,783975863.0,Start,64.94,EUROPE
Yannick Jadot,France,784217962.0,Start,64.94,EUROPE
Tanneguy Duchâtel,France,784250322.0,Stub,64.94,EUROPE
Édouard Grinda,France,784313465.0,Stub,64.94,EUROPE
Charles-Claude Flahaut de la Billaderie,France,784642638.0,Stub,64.94,EUROPE
Célestin Hennion,France,784658270.0,C,64.94,EUROPE
Yann Fouéré,France,784715608.0,Start,64.94,EUROPE
Robert Fournier-Sarlovèze,France,784723517.0,Stub,64.94,EUROPE
Boris Fraenkel,France,784725912.0,Start,64.94,EUROPE
Jean Alfred Fraissinet,France,784726597.0,B,64.94,EUROPE
Michel Mathieu (French politician),France,784827222.0,Stub,64.94,EUROPE
"Gabriel Paul Othenin de Cléron, comte d'Haussonville",France,784838102.0,Start,64.94,EUROPE
Daniel Gluckstein,France,785165365.0,Start,64.94,EUROPE
Lucien Le Foyer,France,785570641.0,C,64.94,EUROPE
Severiano de Heredia,France,785573614.0,C,64.94,EUROPE
Jean-Jacques Delvaux,France,785589199.0,Stub,64.94,EUROPE
Charles Humbert,France,785930159.0,Start,64.94,EUROPE
Paul Marchandeau,France,785953239.0,Start,64.94,EUROPE
Jean Foyer,France,786074709.0,Start,64.94,EUROPE
Georges Catroux,France,786203277.0,Start,64.94,EUROPE
Lionel Stoléru,France,786290758.0,Start,64.94,EUROPE
François de La Rocque,France,786324279.0,C,64.94,EUROPE
Anne du Bourg,France,786343821.0,Stub,64.94,EUROPE
Adrienne Horvath,France,786387939.0,Stub,64.94,EUROPE
Michèle Rivasi,France,786388701.0,Start,64.94,EUROPE
Leila Aïchi,France,786390688.0,Stub,64.94,EUROPE
Jacqueline Alduy,France,786390721.0,Stub,64.94,EUROPE
Patricia Morhet-Richaud,France,786393127.0,Stub,64.94,EUROPE
David Rachline,France,786490483.0,Stub,64.94,EUROPE
Claude Érignac,France,786515396.0,Stub,64.94,EUROPE
Patalione Kanimoa,France,786575249.0,Stub,64.94,EUROPE
Henri de Kérillis,France,786578705.0,GA,64.94,EUROPE
Victor Basch,France,786588699.0,Start,64.94,EUROPE
"Charles Louis Huguet, marquis de Sémonville",France,786643800.0,Start,64.94,EUROPE
Mark Fredriksen,France,786708957.0,Start,64.94,EUROPE
Pierre Dharréville,France,786757777.0,Stub,64.94,EUROPE
André Lajoinie,France,786809747.0,Stub,64.94,EUROPE
Émile Flourens,France,786836096.0,Start,64.94,EUROPE
Henri Gouraud (general),France,786860127.0,C,64.94,EUROPE
Pierre Pujo,France,786868784.0,Stub,64.94,EUROPE
Vaucluse's 3rd constituency,France,786973863.0,Start,64.94,EUROPE
Léon Bourgeois,France,786990600.0,C,64.94,EUROPE
List of Presidents of the National Convention,France,787197662.0,B,64.94,EUROPE
Jean Madiran,France,787201596.0,C,64.94,EUROPE
"Jean-Louis Masson (politician, 1947)",France,787279869.0,Stub,64.94,EUROPE
Daniel Dubois,France,787291035.0,Stub,64.94,EUROPE
Jean-Paul Amoudry,France,787294113.0,Stub,64.94,EUROPE
Jean Boyer (politician),France,787294172.0,Stub,64.94,EUROPE
The Last Moments of Napoleon,France,787355634.0,Stub,64.94,EUROPE
La France pour la vie,France,787356056.0,Start,64.94,EUROPE
Émile (novel),France,787356327.0,Stub,64.94,EUROPE
Charles Millon,France,787445020.0,Start,64.94,EUROPE
Philippe Henriot,France,787485697.0,C,64.94,EUROPE
Jean Pierre-Bloch,France,787529786.0,Start,64.94,EUROPE
Frédéric Petit (19th-century politician),France,787530960.0,Stub,64.94,EUROPE
Hélène Franco,France,787564273.0,Stub,64.94,EUROPE
Jean-Bernard Raimond,France,787668821.0,Start,64.94,EUROPE
Adolphe Vuitry,France,787716198.0,GA,64.94,EUROPE
Pierre Messmer,France,787866726.0,B,64.94,EUROPE
Édith Cresson,France,787866769.0,C,64.94,EUROPE
Henri Pozzi,France,787969567.0,Stub,64.94,EUROPE
Hélène Pelosse,France,787999731.0,Start,64.94,EUROPE
Monique Barbut,France,788018699.0,Stub,64.94,EUROPE
Saucisse,France,788086888.0,C,64.94,EUROPE
Philippe Saunier,France,788088442.0,Start,64.94,EUROPE
Liêm Hoang Ngoc,France,788190525.0,Stub,64.94,EUROPE
André-Hercule de Fleury,France,788206087.0,C,64.94,EUROPE
Michel d'Aillières,France,788248646.0,Stub,64.94,EUROPE
Hubert Bourgin,France,788270212.0,Start,64.94,EUROPE
Michel Charasse,France,788279410.0,Stub,64.94,EUROPE
Society of the Friends of Truth,France,788347841.0,B,64.94,EUROPE
Luc Carvounas,France,788467459.0,Stub,64.94,EUROPE
Gaspard II de Coligny,France,788517891.0,C,64.94,EUROPE
Charles Berthézenne,France,788626221.0,Stub,64.94,EUROPE
Adrien Zeller,France,788793519.0,Stub,64.94,EUROPE
Agnès Thill,France,788793526.0,Stub,64.94,EUROPE
Aina Kuric,France,788793534.0,Stub,64.94,EUROPE
Alain David (politician),France,788793648.0,Stub,64.94,EUROPE
Alain Péréa,France,788793813.0,Stub,64.94,EUROPE
Albert Likuvalu,France,788793855.0,Stub,64.94,EUROPE
André Chassaigne,France,788793956.0,Stub,64.94,EUROPE
André Gerin,France,788793973.0,Stub,64.94,EUROPE
André Villiers,France,788794010.0,Stub,64.94,EUROPE
André Wojciechowski,France,788794022.0,Stub,64.94,EUROPE
Anissa Khedher,France,788794028.0,Stub,64.94,EUROPE
Annaïg Le Meur,France,788794031.0,Stub,64.94,EUROPE
Anne Blanc,France,788794035.0,Stub,64.94,EUROPE
Anne Grommerch,France,788794055.0,Stub,64.94,EUROPE
Anne-Christine Lang,France,788794064.0,Stub,64.94,EUROPE
Anne-France Brunet,France,788794066.0,Stub,64.94,EUROPE
Anne-Laure Cattelot,France,788794073.0,Stub,64.94,EUROPE
Anne-Marie Payet,France,788794081.0,Stub,64.94,EUROPE
Annie Chapelier,France,788794096.0,Stub,64.94,EUROPE
Annie Genevard,France,788794100.0,Stub,64.94,EUROPE
Anthony Cellier,France,788794109.0,Stub,64.94,EUROPE
Antoine Rufenacht,France,788794128.0,Start,64.94,EUROPE
Arnaud Viala,France,788794241.0,Stub,64.94,EUROPE
Ary Chalus,France,788794250.0,Stub,64.94,EUROPE
Aude Amadou,France,788794255.0,Stub,64.94,EUROPE
Aude Luquet,France,788794262.0,Stub,64.94,EUROPE
Aurélien Taché,France,788794289.0,Stub,64.94,EUROPE
Barbara Bessot-Ballot,France,788794305.0,Stub,64.94,EUROPE
Belkhir Belhaddad,France,788794326.0,Stub,64.94,EUROPE
Benjamin Dirx,France,788794330.0,Stub,64.94,EUROPE
Benoît Potterie,France,788794363.0,Stub,64.94,EUROPE
Bernard Bosson,France,788794382.0,Stub,64.94,EUROPE
Bertrand Sorre,France,788794497.0,Stub,64.94,EUROPE
Blandine Brocard,France,788794503.0,Stub,64.94,EUROPE
Boris Vallaud,France,788794512.0,Stub,64.94,EUROPE
Brahim Hammouche,France,788794693.0,Stub,64.94,EUROPE
Brigitte Bourguignon,France,788794712.0,Stub,64.94,EUROPE
Brigitte Liso,France,788794730.0,Stub,64.94,EUROPE
Bruno Duvergé,France,788794749.0,Stub,64.94,EUROPE
Bruno Fuchs,France,788794753.0,Stub,64.94,EUROPE
Bruno Millienne,France,788794782.0,Stub,64.94,EUROPE
Bruno Questel,France,788794785.0,Stub,64.94,EUROPE
Bruno Retailleau,France,788794792.0,Stub,64.94,EUROPE
Buon Tan,France,788794811.0,Stub,64.94,EUROPE
Béatrice Piron,France,788794825.0,Stub,64.94,EUROPE
Carole Bureau-Bonnard,France,788794871.0,Stub,64.94,EUROPE
Carole Grandjean,France,788794879.0,Stub,64.94,EUROPE
Catherine Kamowski,France,788794932.0,Stub,64.94,EUROPE
Catherine Morin-Desailly,France,788798031.0,Stub,64.94,EUROPE
Catherine Osson,France,788798038.0,Stub,64.94,EUROPE
Cendra Motin,France,788798075.0,Stub,64.94,EUROPE
Chantal Robin-Rodrigo,France,788798106.0,Stub,64.94,EUROPE
Charlotte Lecocq,France,788798156.0,Stub,64.94,EUROPE
Christelle Dubos,France,788798174.0,Stub,64.94,EUROPE
Christine Cloarec,France,788798286.0,Stub,64.94,EUROPE
Christine Hennion,France,788798291.0,Stub,64.94,EUROPE
Christophe Di Pompeo,France,788798342.0,Stub,64.94,EUROPE
Christophe Lejeune,France,788798362.0,Stub,64.94,EUROPE
Éric Woerth,France,788798423.0,C,64.94,EUROPE
Éric Jalton,France,788798445.0,Stub,64.94,EUROPE
Éric Girardin,France,788798449.0,Stub,64.94,EUROPE
Émilie Guerel,France,788798499.0,Stub,64.94,EUROPE
Émile Zuccarelli,France,788798505.0,Start,64.94,EUROPE
Yves Pozzo di Borgo,France,788798603.0,Start,64.94,EUROPE
Yves Détraigne,France,788798628.0,Stub,64.94,EUROPE
Yves Daniel,France,788798640.0,Stub,64.94,EUROPE
Yves Blein,France,788798654.0,Stub,64.94,EUROPE
Yvan Lachaud,France,788798662.0,Stub,64.94,EUROPE
Yolaine de Courson,France,788798664.0,Stub,64.94,EUROPE
Yannick Kerlogot,France,788798676.0,Stub,64.94,EUROPE
Yannick Haury,France,788798680.0,Stub,64.94,EUROPE
Yann Wehrling,France,788798687.0,Start,64.94,EUROPE
Xavier Roseren,France,788798711.0,Stub,64.94,EUROPE
Xavier Paluszkiewicz,France,788798715.0,Stub,64.94,EUROPE
Xavier Batut,France,788798733.0,Stub,64.94,EUROPE
Véronique Riotton,France,788798739.0,Stub,64.94,EUROPE
Véronique Besse,France,788798758.0,Stub,64.94,EUROPE
Vincent Ledoux,France,788799274.0,Stub,64.94,EUROPE
Vincent Bru,France,788799287.0,Stub,64.94,EUROPE
Victorin Lurel,France,788799334.0,Stub,64.94,EUROPE
Valérie Thomas,France,788799343.0,Stub,64.94,EUROPE
Valérie Oppelt,France,788799366.0,Stub,64.94,EUROPE
Valéria Faure-Muntian,France,788799404.0,Stub,64.94,EUROPE
Thomas Mesnier,France,788799427.0,Stub,64.94,EUROPE
Thomas Gassilloud,France,788799433.0,Stub,64.94,EUROPE
Thierry Michels,France,788799443.0,Stub,64.94,EUROPE
Thierry Benoit,France,788799481.0,Stub,64.94,EUROPE
Sébastien Nadot,France,788799495.0,Stub,64.94,EUROPE
Sébastien Lecornu,France,788799501.0,Stub,64.94,EUROPE
Sébastien Cazenove,France,788799521.0,Stub,64.94,EUROPE
Sylvie Charrière,France,788799552.0,Stub,64.94,EUROPE
Stéphanie Kerbarh,France,788799584.0,Stub,64.94,EUROPE
Stéphane Testé,France,788799605.0,Stub,64.94,EUROPE
Stéphane Peu,France,788799614.0,Stub,64.94,EUROPE
Stéphane Mazars,France,788799618.0,Stub,64.94,EUROPE
Stéphane Demilly,France,788799634.0,Stub,64.94,EUROPE
Sophie Primas,France,788799662.0,Stub,64.94,EUROPE
Sophie Panonacle,France,788799666.0,Stub,64.94,EUROPE
Sophie Mette,France,788799670.0,Stub,64.94,EUROPE
Sophie Beaudouin-Hubière,France,788799694.0,Stub,64.94,EUROPE
Simon Renucci,France,788799728.0,Stub,64.94,EUROPE
Sergio Coronado,France,788799746.0,Stub,64.94,EUROPE
Serge Lepeltier,France,788799771.0,Stub,64.94,EUROPE
Sereine Mauborgne,France,788799801.0,Stub,64.94,EUROPE
Sandrine Mörch,France,788799821.0,Stub,64.94,EUROPE
Sandrine Le Feur,France,788799831.0,Stub,64.94,EUROPE
Sandrine Josso,France,788799835.0,Stub,64.94,EUROPE
Sandra Marsaud,France,788799842.0,Stub,64.94,EUROPE
Sacha Houlié,France,788799861.0,Stub,64.94,EUROPE
Sabine Thillaye,France,788799866.0,Stub,64.94,EUROPE
Sabine Herold,France,788799876.0,Start,64.94,EUROPE
Rémy Rebeyrotte,France,788799884.0,Stub,64.94,EUROPE
Rudy Salles,France,788799908.0,Stub,64.94,EUROPE
Roselle Cros,France,788799921.0,Stub,64.94,EUROPE
Romain Grau,France,788799935.0,Stub,64.94,EUROPE
Roland Muzeau,France,788799950.0,Stub,64.94,EUROPE
Rodrigue Kokouendo,France,788799993.0,Stub,64.94,EUROPE
Renaud Muselier,France,788800206.0,Stub,64.94,EUROPE
Renaud Donnedieu de Vabres,France,788800211.0,C,64.94,EUROPE
Pierre-Alain Raphan,France,788800273.0,Stub,64.94,EUROPE
Pierre-Alain Muet,France,788800276.0,Stub,64.94,EUROPE
Pierre Moscovici,France,788800296.0,C,64.94,EUROPE
Pierre Lellouche,France,788802897.0,Start,64.94,EUROPE
Pierre Gosnat,France,788802931.0,Stub,64.94,EUROPE
Pierre Cordier (politician),France,788802940.0,Stub,64.94,EUROPE
Pierre Cabaré,France,788802957.0,Stub,64.94,EUROPE
Philippe Michel-Kleisbauer,France,788805048.0,Stub,64.94,EUROPE
Philippe Latombe,France,788805077.0,Stub,64.94,EUROPE
Philippe Huppé,France,788805090.0,Stub,64.94,EUROPE
Philippe Folliot,France,788805115.0,Stub,64.94,EUROPE
Philippe Chassaing,France,788805154.0,Stub,64.94,EUROPE
Philippe Chalumeau,France,788805163.0,Stub,64.94,EUROPE
Philippe Bolo,France,788805176.0,Stub,64.94,EUROPE
Philippe Berta,France,788805182.0,Stub,64.94,EUROPE
Perrine Goulet,France,788805203.0,Stub,64.94,EUROPE
Paul Molac,France,788805235.0,Stub,64.94,EUROPE
Patrick Mignola,France,788805264.0,Stub,64.94,EUROPE
Patrick Braouezec,France,788805297.0,Stub,64.94,EUROPE
Patricia Mirallès,France,788805316.0,Stub,64.94,EUROPE
Patricia Gallerneau,France,788805320.0,Stub,64.94,EUROPE
Patrice Perrot,France,788805335.0,Stub,64.94,EUROPE
Patrice Anato,France,788805361.0,Stub,64.94,EUROPE
Pascale Fontenel-Personne,France,788805395.0,Stub,64.94,EUROPE
Pascale Boyer,France,788805405.0,Stub,64.94,EUROPE
Pascal Bois,France,788805462.0,Stub,64.94,EUROPE
Olivier Véran,France,788805469.0,Stub,64.94,EUROPE
Olivier Marleix,France,788805474.0,Stub,64.94,EUROPE
Olivier Jardé,France,788805483.0,Stub,64.94,EUROPE
Olivier Gaillard,France,788805484.0,Stub,64.94,EUROPE
Olivier Dassault,France,788805500.0,Start,64.94,EUROPE
Nicole Le Peih,France,788805541.0,Stub,64.94,EUROPE
Nicolas Turquois,France,788805581.0,Stub,64.94,EUROPE
Nicolas Perruchot,France,788805609.0,Stub,64.94,EUROPE
Nicolas Démoulin,France,788805620.0,Stub,64.94,EUROPE
Natalia Pouzyreff,France,788805662.0,Stub,64.94,EUROPE
Nadia Hai,France,788805686.0,Stub,64.94,EUROPE
Nadia Essayan,France,788805688.0,Stub,64.94,EUROPE
Muguette Dini,France,788805707.0,Stub,64.94,EUROPE
Mostapha Laabid,France,788805723.0,Stub,64.94,EUROPE
Monique Orphé,France,788805733.0,Stub,64.94,EUROPE
Monique Iborra,France,788805740.0,Stub,64.94,EUROPE
Mickaël Nogal,France,788805788.0,Stub,64.94,EUROPE
Michèle de Vaucouleurs,France,788805794.0,Stub,64.94,EUROPE
Michèle Peyron,France,788805803.0,Stub,64.94,EUROPE
Michèle Crouzet,France,788805813.0,Stub,64.94,EUROPE
Michel Vaxès,France,788805852.0,Start,64.94,EUROPE
Michel Ménard,France,788805905.0,Stub,64.94,EUROPE
Michel Lauzzana,France,788805953.0,Stub,64.94,EUROPE
Michel Larive,France,788805959.0,Stub,64.94,EUROPE
Michel Issindou,France,788805962.0,Stub,64.94,EUROPE
Michel Fanget,France,788806003.0,Stub,64.94,EUROPE
Michel Delpon,France,788806027.0,Stub,64.94,EUROPE
Michel Castellani,France,788806036.0,Stub,64.94,EUROPE
Meyer Habib,France,788806066.0,Stub,64.94,EUROPE
Maxime Gremetz,France,788806071.0,Stub,64.94,EUROPE
Maurice Leroy,France,788806087.0,Stub,64.94,EUROPE
Maud Petit,France,788806092.0,Stub,64.94,EUROPE
Matthieu Orphelin,France,788806097.0,Stub,64.94,EUROPE
Martine Leguille-Balloy,France,788806153.0,Stub,64.94,EUROPE
Marjolaine Meynier-Millefert,France,788806186.0,Stub,64.94,EUROPE
Marietta Karamanli,France,788806228.0,Stub,64.94,EUROPE
Marie-Pierre Rixain,France,788806259.0,Stub,64.94,EUROPE
Marie-Lou Marcel,France,788806281.0,Stub,64.94,EUROPE
Marie-Hélène Amiable,France,788806311.0,Stub,64.94,EUROPE
Marie-Christine Verdier-Jouclas,France,788806338.0,Stub,64.94,EUROPE
Marie-Annick Duchêne,France,788806364.0,Stub,64.94,EUROPE
Marie-Ange Magne,France,788806379.0,Stub,64.94,EUROPE
Marie Guévenoux,France,788806396.0,Stub,64.94,EUROPE
Marguerite Deprez-Audebert,France,788806410.0,Stub,64.94,EUROPE
Marcel Rogemont,France,788806420.0,Stub,64.94,EUROPE
Marc Vampa,France,788806441.0,Stub,64.94,EUROPE
Marc Goua,France,788806464.0,Stub,64.94,EUROPE
Marc Delatte,France,788807205.0,Stub,64.94,EUROPE
Loîc Dombreval,France,788807312.0,Stub,64.94,EUROPE
Liliane Tanguy,France,788807389.0,Stub,64.94,EUROPE
Laurent Saint-Martin,France,788807417.0,Stub,64.94,EUROPE
Laurent Pietraszewski,France,788807420.0,Stub,64.94,EUROPE
Laurent Garcia,France,788807433.0,Stub,64.94,EUROPE
Laurence Vanceunebrock-Mialon,France,788807460.0,Stub,64.94,EUROPE
Laurence Gayte,France,788807472.0,Stub,64.94,EUROPE
